cluster,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build,CpG
1274,4,52917271,+,SPATA18,GRCh37,cg03103192
1275,20,52790139,-,CYP24A1;CYP24A1;CYP24A1;CYP24A1,GRCh37,cg18956481
1276,8,144120106,-,C8orf31,GRCh37,cg07770222
1277,17,3461143,+,TRPV3;TRPV3,GRCh37,cg05790038
1278,10,97515372,+,ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1;ENTPD1,GRCh37,cg04451770
1279,4,68424495,+,STAP1;STAP1,GRCh37,cg12879425
1279,16,30393854,-,SEPT1,GRCh37,cg19663795
1279,1,203734256,-,LAX1;LAX1,GRCh37,cg10117369
1279,15,45028098,+,TRIM69;TRIM69,GRCh37,cg05439368
1279,9,134151519,+,FAM78A,GRCh37,cg17936488
1279,12,47610220,-,FAM113B;FAM113B;LOC100233209,GRCh37,cg05596756
1279,14,100531591,-,EVL,GRCh37,cg18621299
1279,4,37585993,+,C4orf19;C4orf19;C4orf19,GRCh37,cg04301614
1279,17,59532826,+,TBX4,GRCh37,cg03866607
1279,1,207095668,+,FAIM3;FAIM3;FAIM3,GRCh37,cg17460386
1279,1,26644515,-,UBXN11;CD52,GRCh37,cg16068833
1279,12,25205468,+,LRMP;LRMP,GRCh37,cg10150530
1280,18,2847309,+,EMILIN2,GRCh37,cg09009111
1281,17,34329899,+,CCL14-CCL15;CCL15;CCL14-CCL15,GRCh37,cg26548883
1281,17,34313637,-,CCL14;CCL14;CCL14-CCL15;CCL14-CCL15,GRCh37,cg09256683
1282,8,41167848,-,SFRP1,GRCh37,cg06166767
1283,11,796069,+,SLC25A22;SLC25A22,GRCh37,cg02973416
1283,11,796421,+,SLC25A22,GRCh37,cg10970251
1284,19,50433949,-,NUP62;NUP62;IL4I1;ATF5;NUP62;NUP62,GRCh37,cg04315771
1285,18,7117680,+,LAMA1,GRCh37,cg07846220
1286,14,63671737,+,RHOJ,GRCh37,cg18771300
1287,4,139162808,-,SLC7A11,GRCh37,cg06690548
1288,1,205012130,+,CNTN2,GRCh37,cg03732545
1288,1,205012569,+,CNTN2,GRCh37,cg17860158
1288,17,29719312,+,RAB11FIP4,GRCh37,cg10149836
1289,7,150264987,-,GIMAP4,GRCh37,cg00323915
1290,21.0,34774627,-,IFNGR2,GRCh37,cg17356733
1291,3,161090798,-,C3orf57,GRCh37,cg18919097
1292,19,17634172,+,FAM129C;FAM129C;FAM129C;FAM129C,GRCh37,cg06305609
1293,13,95364908,+,SOX21,GRCh37,cg19063972
1294,20,23015906,-,SSTR4,GRCh37,cg17586860
1295,19,675390,+,FSTL3,GRCh37,cg23260026
1296,1,152973957,-,SPRR3;SPRR3,GRCh37,cg25856811
1297,18,49867273,-,DCC,GRCh37,cg23242898
1298,15,81475638,-,,GRCh37,cg01001286
1299,12,33593177,-,SYT10,GRCh37,cg23950724
1300,20,58630315,+,C20orf197,GRCh37,cg09076077
1301,10,51572313,-,NCOA4;NCOA4;NCOA4;NCOA4,GRCh37,cg24035962
1301,10,51572496,-,NCOA4;NCOA4;NCOA4;NCOA4,GRCh37,cg14450605
1302,7,117512803,-,CTTNBP2,GRCh37,cg27603796
1303,17,43139717,-,NMT1;DCAKD,GRCh37,cg09214551
1304,18,28742633,+,DSC1;DSC1;DSC1;DSC1,GRCh37,cg18356799
1305,1,207119784,+,PIGR;PIGR,GRCh37,cg02105856
1306,8,139164635,+,FAM135B,GRCh37,cg06276653
1307,19,2428514,-,LMNB2;TIMM13,GRCh37,cg03870261
1308,13,78315584,+,SLAIN1;SLAIN1,GRCh37,cg08504583
1309,1,54520450,-,C1orf83;TMEM59,GRCh37,cg20793071
1310,4,110354354,-,SEC24B;SEC24B,GRCh37,cg21818252
1310,7,94138743,+,CASD1,GRCh37,cg21974766
1310,17,53828387,+,PCTP;PCTP;PCTP;PCTP,GRCh37,cg12744185
1310,9,88969928,-,ZCCHC6,GRCh37,cg05065037
1310,8,11726094,+,CTSB;CTSB;CTSB;CTSB;CTSB,GRCh37,cg18787975
1310,6,47277552,+,TNFRSF21;TNFRSF21,GRCh37,cg22464186
1310,16,89989024,-,TUBB3,GRCh37,cg15669092
1310,3,32147877,-,GPD1L,GRCh37,cg05662500
1310,5,141303900,+,KIAA0141;KIAA0141,GRCh37,cg08587542
1310,13,58206036,-,PCDH17;PCDH17,GRCh37,cg14893163
1310,8,25316196,+,KCTD9;CDCA2,GRCh37,cg14332079
1310,1,32230235,+,BAI2,GRCh37,cg01653445
1310,14,38064112,+,FOXA1,GRCh37,cg11260422
1310,4,99064904,+,C4orf37,GRCh37,cg17366294
1310,1,153700021,+,INTS3,GRCh37,cg07688613
1310,18,9708454,-,RAB31,GRCh37,cg04274487
1310,15,42566375,-,TMEM87A;GANC;GANC;TMEM87A,GRCh37,cg04999036
1310,5,122372942,-,PPIC,GRCh37,cg05389183
1310,6,33169019,-,SLC39A7;SLC39A7;RXRB;SLC39A7,GRCh37,cg25535027
1310,11,120196505,+,TMEM136,GRCh37,cg26145103
1310,16,18995173,-,TMC7;TMC7,GRCh37,cg21982518
1310,5,115910729,-,SEMA6A,GRCh37,cg12928668
1310,2,70781576,+,TGFA;TGFA,GRCh37,cg22425806
1310,17,40170084,+,DNAJC7;DNAJC7;DNAJC7;NKIRAS2,GRCh37,cg06708560
1310,15,76603992,+,ETFA;ETFA,GRCh37,cg09514589
1310,2,242499012,-,BOK,GRCh37,cg03600687
1310,20,3869033,+,PANK2;PANK2;PANK2,GRCh37,cg09049660
1310,5,43557751,-,PAIP1;PAIP1;PAIP1,GRCh37,cg14865516
1310,6,146864520,+,RAB32,GRCh37,cg20098887
1310,15,71184590,-,LRRC49;THAP10,GRCh37,cg05764376
1310,10,72971961,+,UNC5B,GRCh37,cg05871136
1310,11,66103925,+,RIN1;RIN1,GRCh37,cg05998426
1310,18,12308812,-,TUBB6,GRCh37,cg22467216
1310,6,83073156,-,TPBG;TPBG;TPBG,GRCh37,cg12864853
1310,14,38064490,-,FOXA1,GRCh37,cg03026462
1310,9,139333297,-,INPP5E,GRCh37,cg18285951
1310,14,34419832,+,EGLN3,GRCh37,cg05769169
1310,12,56882324,-,GLS2,GRCh37,cg14679587
1310,6,39693228,-,KIF6,GRCh37,cg18191162
1310,2,209120308,+,IDH1,GRCh37,cg07915542
1310,16,57570777,-,CCDC102A,GRCh37,cg20687462
1310,16,1429015,-,UNKL,GRCh37,cg26728422
1310,1,156647259,+,NES,GRCh37,cg12356261
1310,8,1772393,+,ARHGEF10,GRCh37,cg14681767
1310,1,160069052,+,IGSF8,GRCh37,cg02032115
1310,2,158485762,-,ACVR1C;ACVR1C;ACVR1C,GRCh37,cg05010623
1310,5,138775214,+,DNAJC18,GRCh37,cg23261102
1310,21.0,42540409,+,BACE2;BACE2;BACE2,GRCh37,cg25906419
1310,12,116971500,-,NCRNA00173;NCRNA00173,GRCh37,cg20057066
1310,11,369875,-,B4GALNT4,GRCh37,cg16004226
1310,1,75198818,+,TYW3;CRYZ;TYW3;CRYZ;CRYZ;CRYZ;TYW3;CRYZ;CRYZ;CRYZ;CRYZ,GRCh37,cg26855724
1310,8,133687929,+,LRRC6,GRCh37,cg16551261
1310,14,23479657,-,C14orf93;C14orf93;C14orf93,GRCh37,cg14386691
1310,4,186393269,+,CCDC110;CCDC110,GRCh37,cg02545106
1310,1,100435258,+,SLC35A3,GRCh37,cg06426831
1310,5,68628431,-,,GRCh37,cg15003158
1310,2,121102432,-,INHBB,GRCh37,cg23397015
1310,5,57755798,-,PLK2;PLK2,GRCh37,cg14225544
1310,16,54965089,+,IRX5,GRCh37,cg05362516
1310,5,16936868,+,MYO10,GRCh37,cg19796273
1310,20,21106097,-,PLK1S1;PLK1S1;PLK1S1,GRCh37,cg20043466
1310,2,86565038,+,REEP1;REEP1;REEP1;REEP1,GRCh37,cg01968178
1310,11,117102463,-,RNF214;PCSK7;RNF214,GRCh37,cg12082129
1310,5,7396491,+,ADCY2,GRCh37,cg03663215
1310,17,72427563,+,GPRC5C,GRCh37,cg07789083
1310,14,37641600,+,SLC25A21;SLC25A21;SLC25A21;LOC100129794;SLC25A21,GRCh37,cg03611555
1310,2,69240754,+,ANTXR1;ANTXR1;ANTXR1,GRCh37,cg04801003
1310,12,568798,+,B4GALNT3,GRCh37,cg11065385
1310,11,58873955,-,FAM111B;FAM111B;FAM111B,GRCh37,cg21833459
1310,17,7197375,+,YBX2,GRCh37,cg00901493
1310,10,112837240,+,ADRA2A;ADRA2A,GRCh37,cg26926521
1310,19,41699364,-,CYP2S1,GRCh37,cg17914753
1310,4,77227123,-,STBD1,GRCh37,cg17010112
1310,18,60985645,-,BCL2;BCL2,GRCh37,cg17602451
1310,4,7941823,+,AFAP1;AFAP1,GRCh37,cg15957394
1310,19,17531148,+,FAM125A,GRCh37,cg14147105
1310,4,48019347,-,NIPAL1,GRCh37,cg25084525
1310,11,65657822,+,CCDC85B,GRCh37,cg05339305
1310,7,50860564,+,GRB10,GRCh37,cg06790324
1310,11,78129396,+,GAB2,GRCh37,cg06023257
1310,1,24645850,-,GRHL3,GRCh37,cg15050111
1310,16,88730440,+,MGC23284;MVD;MGC23284,GRCh37,cg21910663
1310,4,30721353,+,PCDH7;PCDH7;PCDH7,GRCh37,cg24219058
1310,8,97505868,-,SDC2,GRCh37,cg25070637
1310,9,91150159,-,NXNL2;NXNL2;NXNL2;NXNL2,GRCh37,cg00755043
1310,6,146864529,+,RAB32,GRCh37,cg14889768
1310,1,166945157,+,ILDR2,GRCh37,cg15965055
1310,17,78194695,+,SLC26A11;SLC26A11;SLC26A11;SGSH;SLC26A11,GRCh37,cg24838010
1310,6,43138185,-,SRF,GRCh37,cg22232206
1310,9,72287152,-,APBA1;APBA1,GRCh37,cg15840658
1310,1,161147597,-,B4GALT3,GRCh37,cg03522910
1310,9,140094281,-,C9orf75;C9orf75,GRCh37,cg03041841
1310,14,105647194,-,NUDT14,GRCh37,cg00105253
1310,4,38666773,-,FLJ13197;KLF3,GRCh37,cg00033516
1310,13,33859636,+,STARD13,GRCh37,cg12532500
1310,1,55352301,-,DHCR24,GRCh37,cg10073091
1310,4,84406624,+,FAM175A,GRCh37,cg02782630
1310,19,3606757,-,TBXA2R;TBXA2R;TBXA2R;TBXA2R,GRCh37,cg09998229
1310,10,35930479,-,FZD8,GRCh37,cg12914362
1310,5,131347773,-,ACSL6;ACSL6,GRCh37,cg19986872
1310,2,65284262,+,CEP68,GRCh37,cg05010058
1310,14,78266229,-,ADCK1;ADCK1,GRCh37,cg24987170
1310,5,138609953,-,SNHG4;MATR3,GRCh37,cg06302803
1310,6,53214008,-,ELOVL5,GRCh37,cg00024396
1310,13,110438937,+,IRS2,GRCh37,cg25802424
1310,6,42419466,-,TRERF1,GRCh37,cg19839588
1310,14,33407765,+,NPAS3;NPAS3;NPAS3;NPAS3,GRCh37,cg14939652
1310,19,45873313,-,ERCC2;ERCC2,GRCh37,cg06245154
1310,17,48046738,-,DLX4;DLX4,GRCh37,cg03072378
1310,19,9946560,+,PIN1,GRCh37,cg02615157
1310,1,71513626,-,PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3;PTGER3,GRCh37,cg12739034
1310,1,156542480,+,IQGAP3,GRCh37,cg12124478
1310,19,12901966,+,JUNB,GRCh37,cg20750215
1310,4,39047037,+,KLHL5;KLHL5,GRCh37,cg20530223
1310,7,73704324,+,CLIP2;CLIP2,GRCh37,cg21265783
1310,2,24269866,-,C2orf44;C2orf44,GRCh37,cg23118151
1310,17,53828515,-,PCTP;PCTP;PCTP,GRCh37,cg21218636
1310,9,505235,-,KANK1,GRCh37,cg26381783
1310,20,33543028,-,GSS,GRCh37,cg08743392
1310,19,57106501,+,ZNF71,GRCh37,cg17136126
1310,11,57283450,-,SLC43A1,GRCh37,cg26624118
1310,12,54411193,+,HOXC4;HOXC5;HOXC4;HOXC6;HOXC6,GRCh37,cg10918927
1310,11,10563039,+,RNF141,GRCh37,cg15563382
1310,15,84116107,-,SH3GL3;SH3GL3;SH3GL3,GRCh37,cg22946150
1310,5,11904015,+,CTNND2;CTNND2,GRCh37,cg25302419
1310,2,26205095,+,KIF3C;KIF3C,GRCh37,cg07596494
1310,1,108507468,-,VAV3,GRCh37,cg24662718
1310,3,37903684,+,CTDSPL;CTDSPL;CTDSPL;CTDSPL,GRCh37,cg11171719
1310,1,24646191,+,GRHL3,GRCh37,cg16155382
1310,19,33463305,+,C19orf40;CCDC123,GRCh37,cg16174234
1310,10,11783974,+,ECHDC3,GRCh37,cg23960723
1310,11,65292300,-,SCYL1;SCYL1,GRCh37,cg10628098
1310,1,27021704,+,ARID1A;ARID1A,GRCh37,cg17385674
1310,17,39942930,+,JUP;JUP;JUP;JUP,GRCh37,cg13784792
1310,20,4129337,-,SMOX;SMOX;SMOX;SMOX,GRCh37,cg15579370
1310,11,12131739,+,MICAL2,GRCh37,cg22967016
1310,12,108155205,-,PRDM4,GRCh37,cg25995916
1310,9,130661175,-,ST6GALNAC6,GRCh37,cg04460372
1310,19,52551618,-,ZNF432,GRCh37,cg13540795
1310,3,143691269,-,C3orf58;C3orf58,GRCh37,cg16338035
1310,17,35850659,+,DUSP14,GRCh37,cg09234474
1310,15,75917792,-,SNUPN;SNUPN;SNUPN,GRCh37,cg13794888
1310,12,82752887,+,CCDC59;CCDC59;C12orf26,GRCh37,cg13159566
1310,20,10015419,+,ANKRD5;ANKRD5,GRCh37,cg06289589
1310,22.0,45809793,-,SMC1B;RIBC2,GRCh37,cg23503501
1310,3,44666362,+,ZNF197;ZNF197,GRCh37,cg24130043
1310,2,40006561,+,THUMPD2;THUMPD2,GRCh37,cg20224517
1310,15,40213409,-,GPR176,GRCh37,cg15307268
1310,13,61989737,+,PCDH20,GRCh37,cg15182360
1310,7,111202755,-,IMMP2L,GRCh37,cg16218254
1310,14,51135466,-,SAV1,GRCh37,cg03063797
1310,2,122042701,-,TFCP2L1;TFCP2L1,GRCh37,cg02906238
1310,14,95786621,-,CLMN,GRCh37,cg21339926
1310,6,97731400,-,MIR548H3;C6orf167,GRCh37,cg03108701
1310,1,155024281,-,ADAM15;ADAM15;ADAM15;ADAM15;ADAM15;ADAM15,GRCh37,cg03379131
1310,14,37667230,-,MIPOL1;MIPOL1,GRCh37,cg10644361
1310,19,45505543,+,RELB,GRCh37,cg24511869
1310,7,112430772,+,TMEM168,GRCh37,cg13391638
1310,7,94536986,+,PPP1R9A;PPP1R9A;PPP1R9A;PPP1R9A,GRCh37,cg16872560
1310,7,20370899,-,ITGB8;ITGB8,GRCh37,cg17864730
1310,1,1823305,+,GNB1,GRCh37,cg12150066
1310,6,6320889,+,F13A1;F13A1,GRCh37,cg14047667
1310,1,43312486,+,ZNF691,GRCh37,cg19552482
1310,14,96505448,+,C14orf132,GRCh37,cg19070873
1310,5,16935888,+,MYO10,GRCh37,cg07862358
1310,15,80697029,+,ARNT2,GRCh37,cg17788682
1310,6,10415232,-,TFAP2A;TFAP2A;TFAP2A,GRCh37,cg12439899
1310,17,29421607,-,NF1;NF1;NF1,GRCh37,cg22289810
1310,12,88974161,-,KITLG;KITLG;KITLG;KITLG,GRCh37,cg25741452
1310,3,53879950,-,IL17RB;CHDH,GRCh37,cg07356771
1310,4,87515184,-,PTPN13;PTPN13;PTPN13;PTPN13,GRCh37,cg12647643
1310,6,30043597,+,RNF39;RNF39;RNF39;RNF39,GRCh37,cg26014796
1310,11,12132611,+,MICAL2,GRCh37,cg12422683
1311,17,64226103,-,APOH,GRCh37,cg19058765
1311,17,64225346,+,APOH,GRCh37,cg17095279
1311,12,10331666,+,C12orf59;C12orf59,GRCh37,cg26718420
1312,7,20827825,+,SP8;SP8,GRCh37,cg20377955
1313,6,160182438,+,ACAT2,GRCh37,cg15298323
1314,13,100623942,-,ZIC5;ZIC5,GRCh37,cg02600430
1315,17,46655164,+,HOXB4,GRCh37,cg25145670
1316,11,128737319,+,KCNJ1;KCNJ1;KCNJ1;KCNJ1,GRCh37,cg14481339
1317,1,15427654,-,KIAA1026,GRCh37,cg17657618
1318,1,34632585,+,C1orf94;CSMD2,GRCh37,cg05382123
1319,8,114449011,-,CSMD3;CSMD3,GRCh37,cg06821993
1320,12,111843215,-,SH2B3,GRCh37,cg03799530
1321,11,68781976,+,MRGPRF;MRGPRF,GRCh37,cg22986999
1321,14,23878195,-,MYH6,GRCh37,cg21301148
1321,17,7018416,-,ASGR2;ASGR2;ASGR2;ASGR2,GRCh37,cg12951282
1321,19,6772688,+,VAV1,GRCh37,cg26571739
1321,2,219744597,-,WNT10A,GRCh37,cg19868691
1322,2,204571146,-,CD28,GRCh37,cg02099418
1323,11,122709471,-,CRTAM,GRCh37,cg10977115
1324,22.0,29875947,+,NEFH,GRCh37,cg16042149
1325,1,149889364,+,SV2A;SV2A,GRCh37,cg01705587
1326,1,160832662,+,CD244;CD244;CD244;CD244;CD244;CD244,GRCh37,cg10106388
1327,20,44167974,-,WFDC6,GRCh37,cg24765446
1328,17,41003155,-,AOC3,GRCh37,cg09040752
1328,12,7055153,+,PTPN6;C12orf57,GRCh37,cg22335340
1328,2,242126680,+,ANO7;ANO7,GRCh37,cg19372178
1329,1,156646653,+,NES,GRCh37,cg21838334
1330,9,97356092,-,FBP2,GRCh37,cg20356482
1331,11,4719138,-,OR51E2,GRCh37,cg25322008
1332,8,125984927,+,ZNF572,GRCh37,cg23968383
1333,7,130125836,+,MEST,GRCh37,cg02490034
1334,18,49866548,+,DCC;DCC,GRCh37,cg21669679
1335,14,24600067,-,FITM1,GRCh37,cg22918700
1335,6,108093511,+,SCML4,GRCh37,cg02790471
1335,18,8717926,+,KIAA0802,GRCh37,cg07955887
1335,18,5293279,-,ZFP161;ZFP161;ZFP161,GRCh37,cg04319097
1335,19,36524208,+,CLIP3,GRCh37,cg00819362
1335,1,7913081,-,UTS2;UTS2;UTS2,GRCh37,cg10500283
1335,11,62474910,-,BSCL2;GNG3;BSCL2;BSCL2;BSCL2,GRCh37,cg20342105
1335,11,8964505,+,ASCL3,GRCh37,cg18920846
1335,3,98251294,-,GPR15,GRCh37,cg19859270
1335,4,146559547,+,MMAA,GRCh37,cg25421002
1335,6,125304496,+,RNF217,GRCh37,cg20034100
1335,7,139528673,-,TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1;TBXAS1,GRCh37,cg14116596
1335,1,55107421,-,C1orf175;C1orf175,GRCh37,cg06007645
1335,7,76038785,-,SRCRB4D;SRCRB4D;ZP3,GRCh37,cg13594711
1335,2,39104195,+,MORN2;DHX57,GRCh37,cg19690101
1335,10,71029644,+,HK1;HK1;HK1,GRCh37,cg16001913
1336,16,68118822,+,NFATC3;NFATC3;NFATC3;NFATC3,GRCh37,cg18711066
1337,17,46800639,-,C17orf93;PRAC,GRCh37,cg01543654
1338,3,27763737,+,EOMES,GRCh37,cg12858460
1339,7,142985019,-,TMEM139;CASP2;CASP2,GRCh37,cg09243021
1340,4,68995995,+,TMPRSS11F,GRCh37,cg02936740
1341,6,31583458,+,AIF1;AIF1;AIF1,GRCh37,cg21440587
1341,20,35274715,-,SLA2;SLA2,GRCh37,cg00714377
1342,13,23754937,+,SGCG,GRCh37,cg07126559
1343,7,41743001,-,LOC285954;LOC285954;INHBA,GRCh37,cg16415646
1344,3,12200236,-,TIMP4;SYN2;SYN2,GRCh37,cg25982743
1345,19,30863260,-,ZNF536,GRCh37,cg26116551
1346,20,5891786,-,CHGB,GRCh37,cg07642638
1347,5,150603169,+,CCDC69,GRCh37,cg08317263
1348,15,76016335,+,ODF3L1;ODF3L1,GRCh37,cg00622552
1348,11,9113458,+,SCUBE2;SCUBE2,GRCh37,cg19237879
1348,3,184972145,-,EHHADH;EHHADH,GRCh37,cg11935638
1348,1,246728727,-,CNST;TFB2M;CNST,GRCh37,cg14460735
1348,1,48937250,+,SPATA6,GRCh37,cg09704415
1348,11,3186804,-,OSBPL5;OSBPL5;OSBPL5,GRCh37,cg20345446
1348,20,61848099,-,YTHDF1,GRCh37,cg24092253
1348,3,89156478,-,EPHA3;EPHA3,GRCh37,cg18055394
1348,14,90420569,-,C14orf143,GRCh37,cg12624641
1348,6,110300146,-,GPR6,GRCh37,cg12800028
1348,12,133463607,+,CHFR;CHFR;CHFR;CHFR;CHFR,GRCh37,cg17387870
1348,3,57094763,+,SPATA12;ARHGEF3;SPATA12,GRCh37,cg13745870
1348,13,24144985,+,TNFRSF19;TNFRSF19,GRCh37,cg00504595
1348,1,181057360,-,IER5,GRCh37,cg13228642
1348,9,115912974,-,SLC31A2,GRCh37,cg05706061
1348,9,114362249,-,PTGR1;PTGR1;PTGR1,GRCh37,cg23964386
1348,22.0,38071677,+,LGALS1;LGALS1,GRCh37,cg19853760
1348,7,12726089,+,ARL4A;ARL4A;ARL4A,GRCh37,cg09259772
1348,14,55035215,-,SAMD4A;SAMD4A,GRCh37,cg24256211
1348,3,50606289,+,HEMK1;C3orf18,GRCh37,cg14035045
1348,21.0,40722023,-,HMGN1,GRCh37,cg18829411
1348,14,92414425,-,FBLN5,GRCh37,cg14974772
1348,19,37825309,+,HKR1,GRCh37,cg14166009
1348,5,118787966,+,HSD17B4,GRCh37,cg09486093
1348,20,6035139,+,LRRN4,GRCh37,cg01869233
1348,1,155292227,+,RUSC1;C1orf104;RUSC1;RUSC1,GRCh37,cg10057065
1348,16,4165515,+,ADCY9,GRCh37,cg03945800
1348,2,27718498,-,FNDC4;GCKR,GRCh37,cg20229788
1348,12,58005758,-,GEFT;GEFT,GRCh37,cg02364642
1348,3,185217130,+,TMEM41A,GRCh37,cg11285843
1348,11,65687892,-,C11orf68;DRAP1;C11orf68,GRCh37,cg10467098
1348,3,3221728,+,CRBN,GRCh37,cg01892727
1348,11,818917,+,PNPLA2;PNPLA2,GRCh37,cg22016649
1348,12,56222881,+,DNAJC14,GRCh37,cg11380624
1348,2,237478664,-,CXCR7,GRCh37,cg03626672
1348,8,99838488,-,STK3,GRCh37,cg20673075
1348,9,21801897,-,MTAP,GRCh37,cg25162921
1348,1,92545650,+,BTBD8,GRCh37,cg26580095
1348,12,122687758,-,LRRC43;B3GNT4;LRRC43,GRCh37,cg19535609
1349,21.0,43619651,+,ABCG1;ABCG1,GRCh37,cg14982472
1350,2,36582038,+,CRIM1,GRCh37,cg00850538
1351,15,51973460,+,SCG3;SCG3,GRCh37,cg26929536
1352,15,76628725,+,ISL2,GRCh37,cg02831604
1353,9,137772886,+,FCN2;FCN2,GRCh37,cg11884243
1353,9,137809628,-,FCN1,GRCh37,cg06244417
1354,13,79177516,-,POU4F1;POU4F1,GRCh37,cg08097882
1355,2,99342685,-,MGAT4A,GRCh37,cg14902389
1356,1,43834757,+,ELOVL1,GRCh37,cg16858125
1357,3,21792434,+,ZNF385D;ZNF385D,GRCh37,cg18267381
1358,17,1933153,-,DPH1,GRCh37,cg11516377
1359,6,10882238,-,GCM2,GRCh37,cg09829319
1360,11,124805538,+,HEPACAM,GRCh37,cg06142324
1361,18,12307630,+,TUBB6,GRCh37,cg07307078
1362,9,975856,+,DMRT3,GRCh37,cg26489108
1363,15,25296464,+,SNORD116-1,GRCh37,cg13994177
1363,15,25230421,+,PAR5,GRCh37,cg07478122
1364,20,24449865,+,TMEM90B;TMEM90B,GRCh37,cg16098981
1365,4,90757533,+,SNCA;SNCA;SNCA;SNCA,GRCh37,cg26578617
1366,16,230341,-,HBQ1;HBQ1,GRCh37,cg07703401
1367,4,81952008,+,BMP3,GRCh37,cg01049530
1368,1,101004474,-,GPR88,GRCh37,cg10298815
1369,1,110210684,+,GSTM2;GSTM2;GSTM2;GSTM2,GRCh37,cg03070194
1370,1,21836138,+,ALPL,GRCh37,cg20645065
1371,1,60539671,+,C1orf87,GRCh37,cg09851465
1372,12,51420474,+,SLC11A2,GRCh37,cg16362133
1372,6,43043786,+,PTK7;PTK7;PTK7;PTK7,GRCh37,cg08747889
1372,5,122110491,+,SNX2,GRCh37,cg17425616
1372,3,196756875,+,MFI2;MFI2,GRCh37,cg20744464
1372,20,55966053,-,RBM38;RBM38,GRCh37,cg26453670
1372,15,90294640,+,MESP1,GRCh37,cg01294695
1372,8,104310713,-,FZD6;FZD6;FZD6;FZD6,GRCh37,cg24115571
1372,6,16238547,-,GMPR,GRCh37,cg25457331
1372,20,25566382,-,NINL,GRCh37,cg17729667
1372,22.0,23487383,+,RAB36,GRCh37,cg13894021
1372,4,39045816,+,KLHL5;KLHL5,GRCh37,cg19906926
1372,1,6296335,-,ICMT,GRCh37,cg17992056
1372,10,45455500,+,RASSF4,GRCh37,cg17324128
1372,11,120110701,-,POU2F3,GRCh37,cg19363546
1372,15,66648688,-,TIPIN,GRCh37,cg22492020
1372,11,536299,+,HRAS;HRAS;LRRC56;HRAS,GRCh37,cg06921282
1372,7,50861549,+,GRB10,GRCh37,cg15774495
1372,4,87813935,+,C4orf36,GRCh37,cg11277230
1372,4,86396096,-,ARHGAP24,GRCh37,cg01418124
1372,2,208393829,+,CREB1;CREB1,GRCh37,cg10723020
1372,4,110480828,-,CCDC109B,GRCh37,cg03005261
1373,22.0,36044226,-,APOL6,GRCh37,cg09432376
1374,8,24298771,+,ADAM7,GRCh37,cg05847038
1375,17,32645748,+,CCL8,GRCh37,cg27000831
1376,4,74702728,-,CXCL6,GRCh37,cg25432696
1377,16,85932853,-,IRF8,GRCh37,cg24826867
1378,11,134145940,-,GLB1L3,GRCh37,cg25999867
1379,12,8975196,-,A2ML1;A2ML1,GRCh37,cg03490200
1379,12,8975309,-,A2ML1,GRCh37,cg27653134
1380,19,48216402,+,EHD2,GRCh37,cg26036443
1381,17,56359578,-,MPO,GRCh37,cg04988978
1381,22.0,37403802,+,C22orf33;C22orf33;C22orf33;C22orf33,GRCh37,cg17699374
1382,19,17905332,-,B3GNT3,GRCh37,cg23771661
1383,11,68609747,+,CPT1A;CPT1A,GRCh37,cg19596755
1384,5,151150431,-,G3BP1;G3BP1,GRCh37,cg20775840
1384,19,49867114,+,DKKL1;DKKL1;TEAD2,GRCh37,cg21589115
1384,1,201368946,-,LAD1,GRCh37,cg25947945
1384,5,2752882,-,IRX2;IRX2;C5orf38,GRCh37,cg26504021
1384,11,126152357,+,TIRAP;TIRAP,GRCh37,cg26202340
1384,2,237477359,-,CXCR7,GRCh37,cg18694780
1384,17,56609687,+,SEPT4;SEPT4,GRCh37,cg16220183
1384,11,44087423,-,ACCS;ACCS,GRCh37,cg20240860
1384,17,18162315,+,FLII,GRCh37,cg18804206
1384,4,178364342,+,AGA,GRCh37,cg00398048
1384,1,244213358,-,ZNF238,GRCh37,cg02497700
1384,10,131265073,+,MGMT,GRCh37,cg25946389
1384,22.0,41033637,+,MKL1,GRCh37,cg06594008
1384,16,18813519,+,ARL6IP1,GRCh37,cg11879577
1384,11,3819539,-,PGAP2;PGAP2;NUP98;PGAP2;PGAP2;NUP98;NUP98;NUP98;PGAP2,GRCh37,cg21245372
1384,14,23834808,+,EFS;EFS;EFS;EFS,GRCh37,cg17606785
1384,3,8811437,-,OXTR,GRCh37,cg25140571
1384,1,26758228,-,DHDDS;DHDDS,GRCh37,cg06577005
1384,17,67323953,+,ABCA5,GRCh37,cg06409153
1384,20,37590471,-,DHX35,GRCh37,cg27552599
1384,1,45452605,+,EIF2B3;EIF2B3,GRCh37,cg16604218
1384,12,110270919,+,TRPV4;TRPV4,GRCh37,cg19615059
1384,17,40427474,-,STAT5B,GRCh37,cg04745805
1385,11,105481802,-,GRIA4;GRIA4;GRIA4;GRIA4,GRCh37,cg09980522
1386,1,35258435,+,GJA4,GRCh37,cg07070934
1387,19,50194662,-,CPT1C;CPT1C,GRCh37,cg21604803
1388,6,32120826,-,PPT2;PRRT1;PPT2,GRCh37,cg25426302
