IlmnID,CHR,Position,Strand,UCSC_RefGene_Name,Genome_Build
cg23005387,12,4382878,+,CCND2,GRCh37
cg23006497,12,30949681,-,,GRCh37
cg23013309,12,65218841,-,,GRCh37
cg23014672,12,90206180,+,,GRCh37
cg23015991,12,20556313,+,PDE3A,GRCh37
cg23017741,12,110559276,-,,GRCh37
cg23018181,12,45581910,+,PLEKHA9;MIR1975;RNY5,GRCh37
cg23018707,12,32145672,+,C12orf35,GRCh37
cg23019886,12,6277045,-,,GRCh37
cg23019936,12,13903266,+,GRIN2B,GRCh37
cg23020582,12,54734966,-,COPZ1,GRCh37
cg23020795,12,52788318,+,KRT82,GRCh37
cg23021059,12,53013344,-,KRT73,GRCh37
cg23021584,12,124876101,+,NCOR2;NCOR2,GRCh37
cg23028209,12,19351368,-,PLEKHA5;PLEKHA5,GRCh37
cg23028436,12,27396983,-,STK38L,GRCh37
cg23029183,12,49211271,+,CACNB3,GRCh37
cg23029597,12,123009494,-,RSRC2;RSRC2;RSRC2,GRCh37
cg23029655,12,53591756,+,ITGB7,GRCh37
cg23030200,12,64575346,-,,GRCh37
cg23030397,12,133417853,-,CHFR;CHFR;CHFR;CHFR;CHFR,GRCh37
cg23031196,12,46664096,-,SLC38A1;SLC38A1,GRCh37
cg23031493,12,113902799,+,LHX5,GRCh37
cg23032200,12,20268224,-,,GRCh37
cg23032229,12,42720167,-,PPHLN1;PPHLN1;PPHLN1;PPHLN1;PPHLN1;ZCRB1;PPHLN1;PPHLN1;PPHLN1,GRCh37
cg23032316,12,53715148,+,AAAS,GRCh37
cg23046919,12,102795843,+,IGF1;IGF1;IGF1,GRCh37
cg23047434,12,54410491,-,HOXC4;HOXC6;HOXC5,GRCh37
cg23047693,12,57608606,+,,GRCh37
cg23049298,12,13151275,+,HEBP1,GRCh37
cg23051063,12,119769357,-,,GRCh37
cg23054637,12,131515293,-,GPR133,GRCh37
cg23054883,12,130647580,+,FZD10,GRCh37
cg23055499,12,51847363,+,SLC4A8;SLC4A8,GRCh37
cg23057561,12,120972601,+,RNF10;RNF10,GRCh37
cg23058239,12,54868395,+,GTSF1,GRCh37
cg23058246,12,133383890,-,GOLGA3,GRCh37
cg23060047,12,130819504,-,,GRCh37
cg23061396,12,131862608,-,,GRCh37
cg23063338,12,54347242,-,HOXC12,GRCh37
cg23063825,12,298151,-,,GRCh37
cg23063905,12,48129486,+,RAPGEF3;RAPGEF3;RAPGEF3,GRCh37
cg23064501,12,42680748,-,,GRCh37
cg23065927,12,3309816,-,TSPAN9;TSPAN9,GRCh37
cg23067082,12,7073179,-,MIR141,GRCh37
cg23067881,12,102036140,+,MYBPC1;MYBPC1;MYBPC1;MYBPC1,GRCh37
cg23068476,12,2613703,-,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg23069305,12,48500318,+,SENP1;PFKM,GRCh37
cg23075597,12,133322256,-,ANKLE2,GRCh37
cg23076949,12,133016265,-,,GRCh37
cg23079217,12,79257730,+,SYT1;SYT1,GRCh37
cg23079808,12,6493003,+,LTBR,GRCh37
cg23080013,12,132400416,-,ULK1,GRCh37
cg23080178,12,52463740,-,C12orf44;C12orf44,GRCh37
cg23080761,12,111857575,-,SH2B3,GRCh37
cg23081193,12,107712875,+,BTBD11,GRCh37
cg23081353,12,93323494,-,EEA1,GRCh37
cg23081604,12,130824224,+,PIWIL1,GRCh37
cg23085049,12,54780195,+,ZNF385A;ZNF385A,GRCh37
cg23085500,12,14952637,-,WBP11,GRCh37
cg23085912,12,63545523,+,AVPR1A;AVPR1A,GRCh37
cg23087707,12,132863869,+,GALNT9,GRCh37
cg23087961,12,31405359,+,,GRCh37
cg23088810,12,106100228,+,,GRCh37
cg23089643,12,52262163,-,,GRCh37
cg23090372,12,4556149,-,FGF6,GRCh37
cg23090936,12,43687522,-,,GRCh37
cg23091167,12,38710953,-,ALG10B,GRCh37
cg23092777,12,72057772,-,ZFC3H1;THAP2,GRCh37
cg23095680,12,50561308,+,LASS5,GRCh37
cg23096553,12,70759870,-,KCNMB4,GRCh37
cg23097155,12,133066069,-,FBRSL1,GRCh37
cg23097277,12,27676539,-,PPFIBP1;PPFIBP1,GRCh37
cg23097686,12,98910128,-,TMPO;TMPO;TMPO;LOC100128191,GRCh37
cg23098621,12,111807941,-,FAM109A,GRCh37
cg23099157,12,102513711,+,C12orf48;NUP37,GRCh37
cg23100375,12,123450766,+,ABCB9;ABCB9;ABCB9,GRCh37
cg23101118,12,58158888,-,CYP27B1,GRCh37
cg23101551,12,69401704,-,,GRCh37
cg23102962,12,110011481,+,MMAB;MVK;MVK,GRCh37
cg23104930,12,133125882,+,FBRSL1,GRCh37
cg23105471,12,58241215,-,CTDSP2,GRCh37
cg23105474,12,67465081,+,,GRCh37
cg23105899,12,132611216,+,,GRCh37
cg23106559,12,58167483,+,FAM119B;FAM119B,GRCh37
cg23108580,12,39787968,-,KIF21A,GRCh37
cg23108714,12,12796945,-,CREBL2,GRCh37
cg23110005,12,28124233,+,PTHLH;PTHLH;PTHLH;PTHLH,GRCh37
cg23110109,12,122092127,-,MORN3,GRCh37
cg23111487,12,27620454,-,C12orf70,GRCh37
cg23118562,12,62997443,+,C12orf61;MIRLET7I,GRCh37
cg23123679,12,49351256,+,ARF3,GRCh37
cg23123694,12,46766543,-,SLC38A2;SLC38A2,GRCh37
cg23125449,12,126018024,-,TMEM132B,GRCh37
cg23126152,12,109221407,-,SSH1;SSH1;SSH1,GRCh37
cg23126203,12,117036972,+,,GRCh37
cg23126949,12,50450889,-,ACCN2;ACCN2,GRCh37
cg23128495,12,106254483,-,,GRCh37
cg23128949,12,124986124,-,NCOR2;NCOR2,GRCh37
cg23129217,12,8551501,+,,GRCh37
cg23130076,12,70759920,-,KCNMB4,GRCh37
cg23130686,12,53689494,+,PFDN5;PFDN5,GRCh37
cg23130849,12,75116380,+,,GRCh37
cg23131355,12,103980801,+,STAB2,GRCh37
cg23134838,12,125399725,+,UBC,GRCh37
cg23140706,12,54689278,-,NFE2;NFE2,GRCh37
cg23142394,12,72665771,+,LOC283392;TRHDE;LOC283392,GRCh37
cg23142731,12,50899018,-,DIP2B,GRCh37
cg23143210,12,132939811,-,,GRCh37
cg23145915,12,58146234,-,CDK4,GRCh37
cg23146197,12,66271002,+,HMGA2;HMGA2,GRCh37
cg23146713,12,11184005,+,TAS2R31;TAS2R31;PRR4;PRH1,GRCh37
cg23147227,12,7060187,-,PTPN6;PTPN6;PTPN6,GRCh37
cg23148701,12,64062498,+,DPY19L2,GRCh37
cg23149010,12,133378385,-,GOLGA3,GRCh37
cg23149053,12,132312205,+,MMP17,GRCh37
cg23149472,12,56713745,+,PAN2;PAN2;PAN2,GRCh37
cg23152216,12,25405085,-,KRAS;KRAS,GRCh37
cg23152742,12,132920884,-,,GRCh37
cg23153809,12,133385234,-,GOLGA3,GRCh37
cg23154021,12,1628620,+,,GRCh37
cg23154747,12,132520600,+,EP400,GRCh37
cg23154834,12,113009401,+,,GRCh37
cg23157618,12,123414638,-,ABCB9;ABCB9;ABCB9,GRCh37
cg23157948,12,130907060,+,RIMBP2,GRCh37
cg23158189,12,132845336,+,GALNT9,GRCh37
cg23159270,12,122631292,-,,GRCh37
cg23159970,12,2690385,+,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg23162167,12,54485065,-,FLJ12825,GRCh37
cg23162343,12,54718802,-,COPZ1,GRCh37
cg23162479,12,5690131,-,ANO2,GRCh37
cg23162686,12,40747204,+,LRRK2,GRCh37
cg23163783,12,62586568,+,FAM19A2,GRCh37
cg23164459,12,6714715,+,CHD4,GRCh37
cg23166828,12,132962538,-,,GRCh37
cg23168555,12,122079300,+,ORAI1,GRCh37
cg23170057,12,100041683,+,FAM71C;FAM71C;ANKS1B,GRCh37
cg23170959,12,46825255,+,,GRCh37
cg23171179,12,8969121,+,,GRCh37
cg23171628,12,105724039,+,C12orf75,GRCh37
cg23172877,12,12878810,+,APOLD1,GRCh37
cg23174406,12,97304436,-,NEDD1;NEDD1;NEDD1;NEDD1,GRCh37
cg23175533,12,13196876,-,KIAA1467,GRCh37
cg23175599,12,64848891,-,TBK1,GRCh37
cg23176632,12,372139,+,SLC6A13,GRCh37
cg23180171,12,113055704,-,,GRCh37
cg23180625,12,105383497,+,C12orf45,GRCh37
cg23181282,12,47205532,-,SLC38A4;SLC38A4,GRCh37
cg23183521,12,57146030,+,PRIM1,GRCh37
cg23184252,12,125139714,+,,GRCh37
cg23185481,12,120933838,-,DYNLL1;DYNLL1;DYNLL1,GRCh37
cg23185921,12,45270799,+,NELL2;NELL2;NELL2;NELL2;NELL2,GRCh37
cg23186534,12,57943421,-,KIF5A,GRCh37
cg23189194,12,58679494,-,,GRCh37
cg23189739,12,52281652,+,ANKRD33;ANKRD33,GRCh37
cg23190164,12,71850942,+,LGR5,GRCh37
cg23192604,12,46151535,+,ARID2,GRCh37
cg23193116,12,96184799,+,NTN4,GRCh37
cg23193730,12,133657550,-,ZNF140;ZNF140,GRCh37
cg23193870,12,7055657,-,PTPN6,GRCh37
cg23194182,12,62860351,-,MON2,GRCh37
cg23194712,12,132401025,+,ULK1,GRCh37
cg23194926,12,131303518,-,STX2;STX2,GRCh37
cg23195200,12,125815880,+,TMEM132B,GRCh37
cg23196781,12,27117782,+,FGFR1OP2,GRCh37
cg23197405,12,54451938,-,FLJ12825,GRCh37
cg23197881,12,70133421,-,RAB3IP;RAB3IP;RAB3IP;RAB3IP;RAB3IP;RAB3IP,GRCh37
cg23198644,12,114256772,-,RBM19,GRCh37
cg23199063,12,7023482,-,ENO2,GRCh37
cg23199238,12,113229245,-,RPH3A;RPH3A,GRCh37
cg23200371,12,56367680,+,RAB5B,GRCh37
cg23200818,12,133414294,+,,GRCh37
cg23200995,12,15830414,-,EPS8,GRCh37
cg23201265,12,23078236,-,,GRCh37
cg23202253,12,26902211,-,ITPR2,GRCh37
cg23202262,12,131198244,+,,GRCh37
cg23205183,12,8216109,-,C3AR1,GRCh37
cg23219570,12,4488893,-,FGF23;FGF23,GRCh37
cg23220025,12,112563353,+,TRAFD1;TRAFD1;TRAFD1;TRAFD1,GRCh37
cg23222274,12,22696567,+,KIAA0528,GRCh37
cg23222406,12,106751060,-,POLR3B;POLR3B,GRCh37
cg23222604,12,125110933,-,,GRCh37
cg23224120,12,93966060,-,SOCS2,GRCh37
cg23224405,12,12715060,+,DUSP16;DUSP16,GRCh37
cg23225911,12,27514349,-,ARNTL2,GRCh37
cg23227824,12,103980017,-,STAB2,GRCh37
cg23234179,12,88420834,-,C12orf50,GRCh37
cg23235277,12,110206494,+,MGC14436;MGC14436;C12orf34,GRCh37
cg23235334,12,4382099,-,CCND2,GRCh37
cg23235876,12,121735450,+,CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2,GRCh37
cg23236959,12,42977926,-,PRICKLE1,GRCh37
cg23238293,12,52217217,+,FIGNL2,GRCh37
cg23238458,12,89919833,+,GALNT4;WDR51B,GRCh37
cg23239935,12,56843151,+,TIMELESS;TIMELESS,GRCh37
cg23240961,12,57634410,+,NDUFA4L2,GRCh37
cg23243267,12,115135368,+,,GRCh37
cg23243343,12,52579609,-,KRT80;KRT80,GRCh37
cg23243982,12,132974568,+,,GRCh37
cg23244698,12,50135527,-,TMBIM6;TMBIM6,GRCh37
cg23245485,12,6484219,-,SCNN1A;SCNN1A;SCNN1A;SCNN1A,GRCh37
cg23246769,12,124461296,-,ZNF664,GRCh37
cg23246901,12,113772827,+,SLC24A6;SLC24A6,GRCh37
cg23250339,12,127256755,-,,GRCh37
cg23251170,12,50496350,+,GPD1,GRCh37
cg23253053,12,111558736,-,CUX2,GRCh37
cg23253739,12,122656878,+,LRRC43;IL31,GRCh37
cg23255486,12,45609979,+,ANO6;ANO6;ANO6;ANO6;ANO6;ANO6;PLEKHA9,GRCh37
cg23255995,12,6862228,+,MLF2;MLF2,GRCh37
cg23256150,12,100867758,-,NR1H4;NR1H4,GRCh37
cg23256579,12,11002403,+,PRR4;PRR4,GRCh37
cg23257289,12,62490552,-,FAM19A2,GRCh37
cg23257502,12,115256052,+,,GRCh37
cg23258033,12,72071095,+,THAP2,GRCh37
cg23258897,12,64616284,+,C12orf66,GRCh37
cg23259681,12,133169051,+,,GRCh37
cg23260254,12,111369495,-,,GRCh37
cg23261491,12,76953750,-,OSBPL8;OSBPL8,GRCh37
cg23261715,12,54144380,+,,GRCh37
cg23261743,12,132982483,-,,GRCh37
cg23261846,12,30591384,-,,GRCh37
cg23261910,12,121404868,-,,GRCh37
cg23262550,12,102916581,-,,GRCh37
cg23262918,12,76953136,+,OSBPL8;OSBPL8,GRCh37
cg23263911,12,130494600,+,,GRCh37
cg23264519,12,98908939,-,TMPO;TMPO;TMPO;LOC100128191,GRCh37
cg23264682,12,4829115,-,GALNT8,GRCh37
cg23265491,12,49246067,-,DDX23,GRCh37
cg23266633,12,132869000,+,GALNT9,GRCh37
cg23266743,12,130388198,-,TMEM132D;TMEM132D,GRCh37
cg23269029,12,117037408,+,,GRCh37
cg23272369,12,11002071,-,PRR4;PRR4;PRR4,GRCh37
cg23276617,12,8287442,+,CLEC4A;CLEC4A;CLEC4A;CLEC4A,GRCh37
cg23278196,12,54071111,+,ATP5G2;ATP5G2,GRCh37
cg23278235,12,133101168,+,FBRSL1,GRCh37
cg23284720,12,2862144,-,,GRCh37
cg23295071,12,34507257,-,,GRCh37
cg23295636,12,54494573,+,FLJ12825;LOC100240734,GRCh37
cg23296645,12,56862258,+,SPRYD4,GRCh37
cg23299469,12,44156386,+,IRAK4;IRAK4;IRAK4;IRAK4;IRAK4,GRCh37
cg23300267,12,111788130,+,CUX2,GRCh37
cg23309825,12,56546563,+,MYL6B,GRCh37
cg23310538,12,45610452,+,ANO6;PLEKHA9;ANO6;ANO6,GRCh37
cg23311252,12,132835050,-,GALNT9,GRCh37
cg23311549,12,6862849,+,MLF2;MLF2,GRCh37
cg23311790,12,31812481,-,C12orf72;C12orf72;C12orf72,GRCh37
cg23311905,12,132680792,+,,GRCh37
cg23311950,12,74931760,-,LOC552889;LOC552889,GRCh37
cg23312248,12,123465515,-,ARL6IP4;ARL6IP4;ARL6IP4;ARL6IP4,GRCh37
cg23312470,12,133303923,+,ANKLE2,GRCh37
cg23313416,12,124594964,+,,GRCh37
cg23314055,12,51455536,-,CSRNP2,GRCh37
cg23315892,12,26351840,+,SSPN;SSPN,GRCh37
cg23316161,12,133532874,+,ZNF605;ZNF605;ZNF605,GRCh37
cg23317499,12,130591397,+,,GRCh37
cg23317910,12,43031029,+,,GRCh37
cg23318812,12,66123127,+,,GRCh37
cg23320499,12,12659177,-,DUSP16,GRCh37
cg23320693,12,6443282,+,TNFRSF1A,GRCh37
cg23320862,12,114843932,-,TBX5;TBX5;TBX5,GRCh37
cg23322676,12,133366597,+,GOLGA3,GRCh37
cg23322996,12,94312405,+,,GRCh37
cg23325197,12,58064666,+,,GRCh37
cg23325240,12,124330429,+,DNAH10,GRCh37
cg23325985,12,49350513,+,ARF3,GRCh37
cg23325997,12,10150905,+,CLEC1B;CLEC1B,GRCh37
cg23326224,12,129337674,-,GLT1D1,GRCh37
cg23327859,12,49111433,-,CCNT1,GRCh37
cg23328556,12,123374731,-,VPS37B,GRCh37
cg23329190,12,82752376,+,C12orf26;CCDC59;CCDC59,GRCh37
cg23330006,12,106507713,-,NUAK1,GRCh37
cg23331653,12,1929348,-,LRTM2;LRTM2;CACNA2D4;LRTM2,GRCh37
cg23332732,12,26986274,-,ITPR2,GRCh37
cg23334507,12,46753241,-,SLC38A2,GRCh37
cg23334643,12,132848344,-,GALNT9,GRCh37
cg23335356,12,63547716,-,AVPR1A,GRCh37
cg23335390,12,76953847,+,OSBPL8;OSBPL8,GRCh37
cg23335414,12,13254620,-,GSG1;GSG1,GRCh37
cg23336139,12,117534043,+,TESC;TESC;TESC,GRCh37
cg23336973,12,117845588,-,,GRCh37
cg23336996,12,45686426,+,ANO6;ANO6;ANO6;ANO6,GRCh37
cg23337631,12,52994933,-,KRT72;KRT72;KRT72,GRCh37
cg23339230,12,69456224,-,,GRCh37
cg23340214,12,106974225,-,,GRCh37
cg23340660,12,118312775,+,KSR2,GRCh37
cg23340777,12,120532852,+,,GRCh37
cg23341126,12,102455470,+,CCDC53,GRCh37
cg23341970,12,26782390,-,ITPR2,GRCh37
cg23342455,12,54575517,+,SMUG1,GRCh37
cg23342718,12,115135576,+,,GRCh37
cg23343264,12,118454133,-,RFC5;RFC5;RFC5;RFC5,GRCh37
cg23344003,12,118196624,+,KSR2,GRCh37
cg23344935,12,53835085,-,PRR13;PRR13,GRCh37
cg23345977,12,52579702,-,KRT80;KRT80,GRCh37
cg23346227,12,57024964,-,BAZ2A,GRCh37
cg23347429,12,128850557,-,TMEM132C,GRCh37
cg23347790,12,94670294,+,PLXNC1,GRCh37
cg23347835,12,46599935,+,SLC38A1;SLC38A1,GRCh37
cg23348081,12,14413690,+,,GRCh37
cg23350889,12,133100618,-,FBRSL1,GRCh37
cg23352185,12,4647625,+,C12orf4;RAD51AP1;C12orf4;RAD51AP1,GRCh37
cg23354014,12,118498668,-,WSB2,GRCh37
cg23354319,12,6772506,+,ING4;ING4;ING4;ING4;ING4;ING4,GRCh37
cg23355637,12,4433587,+,C12orf5,GRCh37
cg23356310,12,130898775,+,RIMBP2,GRCh37
cg23357805,12,95135078,-,,GRCh37
cg23357813,12,114101687,-,,GRCh37
cg23358933,12,113917079,+,,GRCh37
cg23359048,12,2921757,+,ITFG2,GRCh37
cg23360251,12,6937593,+,LEPREL2;LEPREL2,GRCh37
cg23361009,12,38547397,-,,GRCh37
cg23361290,12,96350519,-,AMDHD1,GRCh37
cg23361609,12,48563095,-,,GRCh37
cg23363039,12,6056642,-,ANO2,GRCh37
cg23363484,12,24650901,+,SOX5,GRCh37
cg23363971,12,56415271,+,IKZF4;IKZF4,GRCh37
cg23363981,12,8185344,+,FOXJ2,GRCh37
cg23364246,12,110026787,-,MVK;MVK,GRCh37
cg23366404,12,121154737,-,UNC119B,GRCh37
cg23367107,12,115136287,-,,GRCh37
cg23367478,12,20521299,-,PDE3A,GRCh37
cg23368416,12,14926317,+,H2AFJ;H2AFJ,GRCh37
cg23368715,12,7245510,-,C1R,GRCh37
cg23369234,12,2511478,+,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg23371800,12,20706747,-,PDE3A,GRCh37
cg23372128,12,111375031,-,,GRCh37
cg23372297,12,11549192,+,PRB2,GRCh37
cg23373401,12,130936355,-,RIMBP2,GRCh37
cg23373888,12,56757836,-,APOF,GRCh37
cg23375431,12,122242145,-,LOC338799;SETD1B,GRCh37
cg23376286,12,46120778,+,LOC400027,GRCh37
cg23377551,12,58130154,+,AGAP2;AGAP2,GRCh37
cg23378033,12,65672031,+,MSRB3;MSRB3,GRCh37
cg23378074,12,30947871,-,,GRCh37
cg23378992,12,111051514,-,TCTN1;TCTN1;TCTN1,GRCh37
cg23379540,12,51611600,-,POU6F1,GRCh37
cg23379751,12,131438540,-,GPR133;GPR133,GRCh37
cg23380216,12,121019019,-,POP5;POP5,GRCh37
cg23381494,12,132822693,+,GALNT9,GRCh37
cg23381749,12,130645423,+,,GRCh37
cg23382700,12,50451000,-,ACCN2;ACCN2,GRCh37
cg23383531,12,121688317,+,CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2;CAMKK2,GRCh37
cg23384027,12,54688344,+,NFE2;NFE2,GRCh37
cg23385838,12,1755068,-,WNT5B;WNT5B,GRCh37
cg23387569,12,58120011,-,AGAP2;LOC100130776;AGAP2,GRCh37
cg23389183,12,132512036,+,EP400,GRCh37
cg23390118,12,2339513,-,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg23390920,12,97858120,+,RMST,GRCh37
cg23393615,12,133028853,+,,GRCh37
cg23394420,12,132379260,-,ULK1,GRCh37
cg23394510,12,110315593,+,GLTP,GRCh37
cg23395688,12,127386483,-,,GRCh37
cg23395692,12,23119040,+,,GRCh37
cg23395715,12,54369514,-,HOXC11,GRCh37
cg23412850,12,93967387,+,SOCS2,GRCh37
cg23421128,12,117797635,+,NOS1,GRCh37
cg23422156,12,113587513,-,CCDC42B,GRCh37
cg23424400,12,122985803,+,ZCCHC8,GRCh37
cg23424407,12,115131846,-,,GRCh37
cg23425280,12,56401806,-,,GRCh37
cg23425324,12,26986193,-,ITPR2,GRCh37
cg23427362,12,2335272,-,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg23428738,12,4312337,+,,GRCh37
cg23428922,12,56040601,-,,GRCh37
cg23429240,12,109040983,+,CORO1C,GRCh37
cg23430594,12,132835909,-,GALNT9,GRCh37
cg23430742,12,120907701,-,DYNLL1;SFRS9;DYNLL1,GRCh37
cg23431550,12,13080301,+,,GRCh37
cg23431730,12,53887070,+,MAP3K12,GRCh37
cg23432430,12,125538377,-,,GRCh37
cg23432930,12,133464933,+,CHFR;CHFR;CHFR;CHFR;CHFR,GRCh37
cg23433118,12,133017800,+,,GRCh37
cg23433345,12,77059628,-,,GRCh37
cg23433370,12,27396894,-,STK38L,GRCh37
cg23435821,12,109592934,-,ACACB,GRCh37
cg23435916,12,25705290,-,IFLTD1;IFLTD1;IFLTD1;IFLTD1;IFLTD1,GRCh37
cg23436584,12,98833359,-,,GRCh37
cg23437216,12,49491879,-,LMBR1L,GRCh37
cg23437573,12,133349997,+,GOLGA3,GRCh37
cg23437973,12,132980686,-,,GRCh37
cg23438015,12,111499808,+,CUX2,GRCh37
cg23441441,12,81331486,-,LIN7A,GRCh37
cg23442621,12,6560828,+,TAPBPL;CD27;LOC678655,GRCh37
cg23442672,12,114877179,-,,GRCh37
cg23442981,12,48921073,+,OR8S1,GRCh37
cg23443327,12,3248285,-,TSPAN9;TSPAN9,GRCh37
cg23445315,12,3000013,-,TULP3;TULP3,GRCh37
cg23445859,12,122688787,+,B3GNT4,GRCh37
cg23445878,12,127545350,-,,GRCh37
cg23447792,12,132606668,+,EP400NL,GRCh37
cg23448432,12,109078342,-,CORO1C,GRCh37
cg23449594,12,83122627,+,TMTC2,GRCh37
cg23458843,12,58136445,-,AGAP2,GRCh37
cg23459386,12,123834869,+,SBNO1;SBNO1,GRCh37
cg23460285,12,133076687,+,FBRSL1,GRCh37
cg23460943,12,125333358,-,SCARB1;SCARB1,GRCh37
cg23461361,12,78182101,+,,GRCh37
cg23461604,12,49239381,-,DDX23,GRCh37
cg23461906,12,107349191,-,C12orf23,GRCh37
cg23462338,12,132588323,-,EP400NL,GRCh37
cg23462697,12,34485151,+,,GRCh37
cg23465749,12,46123553,+,ARID2,GRCh37
cg23468479,12,53509381,+,SOAT2,GRCh37
cg23469417,12,95041542,-,TMCC3,GRCh37
cg23469448,12,114232746,+,,GRCh37
cg23470262,12,133383213,+,GOLGA3,GRCh37
cg23470380,12,130741376,+,,GRCh37
cg23471314,12,88429605,+,C12orf29,GRCh37
cg23471362,12,130498464,-,,GRCh37
cg23471612,12,98897216,+,,GRCh37
cg23471890,12,111051874,+,TCTN1;TCTN1;TCTN1,GRCh37
cg23473081,12,13349569,-,EMP1,GRCh37
cg23473088,12,54529138,+,,GRCh37
cg23474723,12,44153746,+,IRAK4;PUS7L;IRAK4;PUS7L;PUS7L;IRAK4;IRAK4;IRAK4,GRCh37
cg23474890,12,122467179,-,BCL7A;BCL7A,GRCh37
cg23475202,12,118541247,+,VSIG10,GRCh37
cg23475725,12,2734205,+,CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C;CACNA1C,GRCh37
cg23476025,12,125317455,-,SCARB1;SCARB1,GRCh37
cg23477406,12,132312741,+,MMP17,GRCh37
cg23477940,12,106751214,-,POLR3B;POLR3B,GRCh37
cg23478350,12,123339246,-,HIP1R,GRCh37
cg23480499,12,95867566,-,METAP2,GRCh37
cg23489038,12,111619190,+,CUX2,GRCh37
cg23489434,12,54500175,+,FLJ12825,GRCh37
cg23491593,12,117036740,+,,GRCh37
cg23491661,12,656726,-,B4GALNT3,GRCh37
cg23494413,12,6954534,-,GNB3,GRCh37
cg23495733,12,39299132,+,CPNE8,GRCh37
cg23497020,12,50616562,+,LIMA1;LIMA1;LIMA1,GRCh37
cg23497704,12,113910034,+,LHX5,GRCh37
cg23499779,12,76115849,+,,GRCh37
cg23500059,12,41086277,-,CNTN1;CNTN1,GRCh37
cg23500132,12,53730163,+,SP7,GRCh37
cg23501240,12,57634469,+,NDUFA4L2;NDUFA4L2,GRCh37
cg23502203,12,113549970,-,RASAL1,GRCh37
cg23503691,12,107208888,+,RIC8B,GRCh37
cg23503864,12,64616369,-,C12orf66,GRCh37
cg23505095,12,8272886,-,,GRCh37
cg23505823,12,123215524,+,GPR81,GRCh37
cg23508184,12,132671887,-,,GRCh37
cg23508701,12,76331877,+,,GRCh37
cg23508885,12,8378308,+,FAM90A1,GRCh37
cg23510415,12,13202904,+,KIAA1467,GRCh37
cg23512558,12,116997079,-,MAP1LC3B2,GRCh37
cg23512657,12,132334767,+,MMP17,GRCh37
cg23513569,12,132895543,+,GALNT9,GRCh37
cg23514543,12,42523899,-,GXYLT1;GXYLT1,GRCh37
cg23515255,12,21590470,-,PYROXD1,GRCh37
cg23517124,12,50419441,-,RACGAP1;RACGAP1;RACGAP1,GRCh37
cg23517752,12,2021945,-,CACNA2D4,GRCh37
cg23518497,12,60298928,+,,GRCh37
cg23519421,12,10364612,+,GABARAPL1,GRCh37
cg23520422,12,76423956,+,PHLDA1,GRCh37
cg23521666,12,132928925,+,,GRCh37
cg23521905,12,129298690,-,SLC15A4;MGC16384,GRCh37
cg23521919,12,49444157,-,MLL2,GRCh37
cg23522915,12,48199277,-,HDAC7;HDAC7,GRCh37
cg23523434,12,124344211,-,DNAH10,GRCh37
cg23523811,12,14804010,-,GUCY2C,GRCh37
